text,label
need body parts ihi @stock @stock @stock @user nice call @stock,2
@stock @stock the cheapest most transparent china play is apple i avoid soes management decisions based on guanxi and party interests,2
@user a@numbertran @user as i said many times @stock big money is shifting towards this stock that what i did @number @number @number @number,2
ow breaking out to a new @number week high,2
@stock has been quiet lately good to get in before the pop,2
if over @number @number,2
intel earnings capex mobile matter not @stock i mean is the @stock biz decline news to you @stock @stock @stock @stock @stock,2
new blog post watchlist @number @number @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock i @stock @stock @stock,2
@stock @user hope for a consolidation at this level if it drop it will stop to @number support nxt @number @number day s to come back to@number @stock,2
hot osers @stock @stock @stock @stock @stock,0
@stock nice pop this morning moving stop up to breakeven,2
long @stock @number @number,2
@stock to be clear no chasing entered monday ong,2
@stock continues to weaken not following market short on break under @number @number @user,0
@stock so far found support on the ceiling of the old channel will look good if it holds above it,2
@user @stock continues to weaken not following market short on break under @number @number @user,0
@stock ong @number @number trailing stop @number @number from @number stops of @number @number @number @number @number @number and @number @number,2
@stock fully engaged within a secondary reaction off of its @number @number high on @number @number and points to @number @number @number target zone,0
@stock still see this getting back to @number @number possibly lower when the overall market pulls back next month,0
@user @stock two weeks away from its earning ready to rocket within two days,2
@stock the @number area will likely fail,0
@stock gap filled,2
monday @stock said @number pin still confident of close to a @number pin for take a look at this crazy @stock spike,2
@stock strong bounce today continues to make new highs been sharing this one for days now nice run,2
@stock another @stock article for the @stock,2
@stock percolating perhaps a push above @number soon,0
@stock corn on a run bears getting the cob @stock,2
@stock wall st most hated stock currently careful short anything short of disaster will be viewed positively bit risky long mainevent,2
@stock insightful analysis on how fusion io is avoiding commoditization via @user,2
@stock sorry kids but nissan siemens not getting in the mining business but have some fun buying whatever somebody is trying to unload,0
@stock i know it s a crazy thought but what if this goes green by @stock,2
@stock breaks out of flag,2
@stock ask is being pummeled managers cannot miss this and afraid they are missing the train,2
@stock nice rounded reversal pattern intraday since the gap fill,2
es f spikes off bottom eading stocks comatose but still leading wake p @stock @stock @stock @stock @stock makes you say hmmmm,2
@stock reached very high overbought conditions i will wait for a pullback to enter long,2
@stock option trader buys @numberk of the feb @numberp on a hard offer vs @stock of only @number @number earnings are feb @numberth @stock could be a hedge against long stk,0
@stock stalking cup handle potential breakout w anemic volume on handle breakout candidate,2
@stock we are short this one again bulls need to hold the support it is in now or the break could be significant,0
@stock anyone think this might slush and fall below @number today,0
big boy stock @stock starting to build a very constructive right side of a current @number week cup base,2
@stock this possibility exists,2
egarding going into @stock @stock @stock @stock @stock you see so many copycat clothing items reminds me of cox @number sub @number,0
@stock not seeing a lot of talk about this one but put in another nice day in this steady uptrend,2
green weekly triangle on @stock pdating,0
applesoft no it was not different this time @stock,0
green weekly triangle on @stock pdating,0
ltra base @stock ltratech step it up stepper,2
in dec @stock long in the @stock s under @number @number stock had plague now world loves it @number tells me we headed down now just as then knew we heading up,0
@stock eversal confirmed closing nicely above the @number day of @number @number also confirming today @stock @stock others i like,2
wk @number @numberfor@number portfolio @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock,2
@stock reports next week is @numberrd with a @number @number gain this year @numberfor@number watch cup w handle wkly,2
@stock is the laggard in the @numberfor@number portfolio down @number @number for the year closing in on @number d ma,2
@stock i might be crazy but this stock is rising ow volume however price matters first,2
short term bearish on @stock as it now goes parabolic above the upper band of it s uptrend channel,0
@stock watch for inverse h s @numberdays@numbercover,2
watching @stock for a bounce to the upside it appeared to touch @number @number fib at last friday s close,2
@stock a gap up like this may cuz it to go little higher to test @number but we retest @number @number for sure,0
fie decending triangle w possible bear flag last week open gap at @number @number,0
@stock toppy,0
@stock bank of america will ikely double again within @number years these stocks are in my @stock,2
@stock appearance of a @number bullish cup and handle someone has put on a @stock,2
tight consolidation above @numberema is quite bullish so i m stalking @stock for a potential long entry,2
@stock into gap over @number @number,2
foe over @number @number,2
@stock has resistance from june to sept but over @number @number to start a trade,2
xray over @number @number,2
@stock potential head and shoulders leading into @stock bit ly xstzag,0
ooking for this to catch up to other nat gas producers like @stock bought feb @number calls @stock,2
@stock usually likes to make a run to @number @number when at these levels bought feb @number calls for swing,2
friday s high quality breakouts still within range of their pivot points @stock @stock @stock @stock @stock @stock @stock @stock @stock,2
@stock technica @stock watch ist tonight these @number stocks have the good characteristics with the market being strong,2
@stock technica @stock watch ist tonight these @number stocks have the good characteristics with the market being strong,2
@stock technica @stock watch ist tonight these @number stocks have the good characteristics with the market being strong,2
@stock technica @stock watch ist tonight these @number stocks have the good characteristics with the market being strong,2
@stock technica @stock watch ist tonight these @number stocks have the good characteristics with the market being strong,2
the only surprise is upside @user with more negative @stock news it feels like a short term bottom is coming,2
@stock bank of america is the best bank stock on the dow,2
@stock this sucker moves both ways this time i like it long,2
@stock when banks pull bank this becomes a teenager,0
iberty media reports increased stake of @number @number in @stock breakout watch over @number @number,2
@stock has potential for slightest disappoint stock could gap @number points down did it q@number earnings of @number @number per share,0
@stock november repeat @number to @number good put spec call here,0
@stock seems over bought everyone raising @stock @stock etc eminds me of aapl at @number at the same time i want to buy,2
bullish @stock @stock @stock,2
@stock glasses will definitely give @stock a run for their money,2
@stock you might get to start a position at @number then add more at @number if we get there,2
sorry guys but netflix bulls need to hit the pause button @stock,0
@stock from watch list sneaking over line on volume of @number ave full day,2
@stock table over line form watch list vol just @number of ave full day,2
buying back the goog i sold in @number s on the stream a few weeks ago,2
en shot @number @number @number,0
@stock we are in at @number @number per share this looks like a good one its moving up already we will sell at a @number gain stocks insidertrading,2
@stock pointed out this wknd huge outside day bearish engulf took out all of jan s gains watch,0
@stock i am starting to see blu everywhere very small portion of business but holiday sales may have been @stock,2
@stock @stock overbought small position puts,0
ooking to add to @stock shrt puts today @stock,0
@stock @stock @number @number @number stop @number @number,2
@stock moving with @stock again today and at resistance close above @number @number and i m grabbing some @stock @stock for swing trade,2
further proof @stock is trying to tank it on purpose to go private on the cheap the great gift card giveaway @number,0
@stock made with sugar is sold at local @stock consumers prefer that in ca @user should make shift nationwide i m bullish sb f spy,2
@stock ong @number @number trailing stop @number @number from @number stops of @number @number @number @number @number @number @number @number @number @number @number @number @number @number,2
i was looking at @stock for a potential bounce play w @stock earnings but imo @stock won t do @number eps even if it does guidance will be key,0
@stock pays a nice dividend tomorrow and holding up well would like to see it close above @number longer term looks good to @number imho,2
@stock ong @number @number trailing stop @number @number from @number prior stops of @number @number @number @number @number @number @number @number @number @number and @number @number,2
@stock looking really good here breaking this @stock line on good volume so far,2
@user on any significant vol over @number @number in @stock it s a good entry @stock,2
@stock strong winner buy right and sit tight darvas would said hold em until they stop moving,2
@stock nder @stockrmour option trader buys @number @number calls before earnings betting on @number up move,2
@stock run don t walk,0
@stock i like the company but no,0
@stock homes @stockh price targets spy,2
@stock buying this flag breakout entry @number @number stop @number @number,2
@stock piper puts @number tgt on it today they did recent offering would love to know what they said i think will be a quiet yr pricewise,2
@stock making a new @number week hight today on good volume,2
@stock breaking out,2
in about @number minutes some yutz in his @number s will leak @stock earnings at some firm that should not exist deep in the bowels of wall street,2
@stock big move today at resistance,2
when @stock beats estimates stock averages @number @number gain when it misses shares fall @number @number via @user,2
@stock just ripping,2
i was big fan of @stock but daily and weekly very heavy now take your gains selling calls wont be ok,0
kudos to tim cook @number pushing @stock to wed emember @stock weekend @number yrs ago day b@number @stock when steve jobs went on medical leave @number last time @stock,2
most eading stocks lagging es f @stock @stock others displaying climactic action @stock @stock positive reaction @number @stock @stock is a bull trap,0
green weekly monthly triangle on @stock pdating,0
@stock beazer homes @stock option traders getting bullish before earnings buying over @numberk calls,2
green weekly triangle on @stock pdating,0
@stock no serious resistance till @number @number @number @number just getting started likely,2
@stock moving stop tighter after seeing reaction to resistance,2
spy dismal volume today it appears everyone s waiting for @stock to release earnings before they take a position,0
@stock i made a slight change by relocating wave @number to last friday s low,0
ed weekly triangle on @stock pdating near to end the trend,2
@stock closed @number @number called the long at @number @number biggest winner of the day @number,2
@stock apparently the numbers were good,2
@stock lower trendline adjusted,2
@stock looks like an intermediate term bottom,2
@stock why down in ah on beat,2
green weekly triangle on @stock pdating,0
@stock is the best chrome on @stock it better that safari goog innovation is far better,2
@user @stock correction @stock @number @number year highs,2
goog short @number think they will sell into the open tomorrow would be lovely and same procedure than every quarter good night guys,0
@stock thank you for the sake of my calls will love to see you go higher in the morning,2
@stock @number scenarios to watch ahead of apple earnings and the resulting price action,0
@user @stock with volume continuing i see this going to @number pretty easy long today right above @number @number,2
@stock some nice @stock here but got rejected at @number @number area again keeping on watch for a push through,2
@stock @stock @stock @stock @stock @stock @number @number of @stock p @number @stocktocks overbought,0
@stock held above previous day s lows continuing bounce from the gap fill @stock back above @number,2
@stock haven t missed the party yet still consolidating could go any day,2
@stock anyone have any suggestions for bullish positions assuming @number increase after earning @number long calls seem to have limited upside,2
@stock testing its recent uptrend here not real impressive as of late @stock now in bear country,0
aapl so aside from simply levering on common stock or writing puts any other risky strategies to play earnings for maximum reward,2
@stock monthly,2
@user i d guess if there were other @stock issues with the magnitude of maps we d know it by now,2
@user i d buy an ipad if i weren t wedded to @number bit gigaflops gigabytes of @stock and inux @stock,2
@stock over @number @number,2
homes are building @stock may break over october levels over @number @number or @number @number,2
@stock another @stock falling through lower trend support today seeing a trend here,0
good stuff @user google earnings eview hopeful signs in a multi screen world @stock @stock,2
@user i don t know about @stock and @stock but i suspect mr ballmer won t make his numbers @stock,0
positive @stock earnings pushed nq f higher and it finally looks in sync with es f ym f @stock spy @stock,2
bloomberg morgan stanley s ist of companies with higher odds of a takeover offer @stock is a @stock candidate,2
@stock is deciding its direction waitforit,2
@stock much better positioned than @stock does not rely on hardware sales less competition search monopoly better vision,2
@stock @stock on @stock now,2
@stock whats the news,2
@user @stock up @number @number in pre mkt @stock up @number @number eaction to tech good despite warts on both quarters,2
well @stock top short from @number to zero still in play same goes with @stock from @number and @stock from @number all three will evaporate to nothing,0
@stock defended the @number @number @number @number area a few times,0
im long @stock @number @number and @stock @number @number @number dividend paid today now unit cost is @number @number,2
@stock b o above @number @number w buy stops to @number @number range easy on this wait for first hr to shake out and volume to come in stay @stock stay st@stock,2
@stock short @number @number bear flag working,0
@stock short @number @number,0
@stock short @number @number,0
@stock out half short @number cents,0
@stock also over line from watch list this a trade to top of red candle on the left,2
@stock ong @number @number trailing stop @number @number from @number stops of @number @number @number @number @number @number @number @number @number @number @number @number @number @number,2
@user another actionable alert with the @stock @number feb calls thanks,2
@stock and @stock adding to gains in regular trading hours i like them both but i prefer @stock above @number,2
@stock out half short @number,0
if @stock holds up above @number today on good volume very bullish,2
did you like my @stock calls and @stock calls from last night,2
@stock @number by eod @stock ramp,0
@stock out half of short @numbercents,0
@stock covered short @number now long @number @number,2
@stock da bears wacked again gap fill from yesterday @number on @stock @number rev beat,0
@stock out @number @number of short @number,0
@stock i sold my position way to early at @number having bought at @number good trade but left quite a bit on table ooking for pullback,2
@user do you have a strategy for setting stop loss on a winning stock what about setting at the @numberday @stock if stock is above @stock,2
@stock indtitutional buy @number @number large block,2
tues gave sell on @stock because i was concerned for @user but he was out good thing,0
i get devices shtick but still don t think @stock deal helps @stock at all in short or medium term via @user,0
oh and @numberst comment on my @user post from a guy with @number target for @stock @stock end of q@number @stock tad aggressive,0
@stock getting close to the big gap above @stock a good indicator here,2
@stock nice jump,2
@stock @stock eilly automotive inc option traders making big downside bets selling @numberk calls buying @numberk puts,0
@stock @number @number is pretty much the pivot resistance here if that breaks we could see @number @number quickly,2
here is the @stock with the down target magenta at @number @number,0
@stock massive @number contract @number way rolls bullish trade in @stock into a call spread collar,2
@user yes it is working fine @stock might i will post a update today,0
@stock clearing next buy area per video this morning,2
@stock q@number beats on top bottom guides full year below estimates evs @number yoy net income @number yoy,2
@stock expects to open @number to @number new stores in @number the majority of which will be in mexico,2
green weekly monthly triangle on @stock pdating,0
@stock clean up isle @number @number @number we have short sellers bleeding out everywhere,2
@user nobullshytrader i will post a update soon @stock,2
ed weekly triangle on @stock pdating for complete study check,2
mentioned it was poised yesterday congrats big @stock @stock p @number near all time high via @user @stock,2
bought a little aapl at @number pressing my position a bit because @stock to me is just prooof of an expanding mobile pie,2
@stock just looking more and more like a head and shoulders pattern here,0
why i @stock a little more @stock today pre earnings or how to break all your own rules because of a feeling,2
@number of @number the game the momos have to play now is what stock will pop next on earnings price action today says @stock,2
@stock safeway inc bullishness in march calls for earnings,2
@stock q@number @number operational cash flow was @number @number vs q@number @number of @number million @number decline q over q,0
most eading stocks lagging es f @stock @stock @stock others displaying climactic action @stock ad @stock @stock at bat tighten stops,0
@stock @stock @stock and @stock are saying it s still not time to here monitoring stricly for an entry point lower,0
@stock @number here we come @stock blowout,0
@stock @stock blowout huge dump @stock miss fed pump @stock dump,0
@stock apple had @number billion in current assets and @number billion in long term marketable securities mostly probably treasury bills,0
@stock plus another @number billion in off balance sheet liabilities mostly contractual commitments to buy parts from suppliers,0
@stock so apple s true stock price is really about @number this is the starting point for understanding the company s valuation,0
@user @stock exhibiting climax run characteristics ate stage base @number in @number weeks extended over ma s violating upper trendline etc,0
@stock haven t looked since selling in november nice move in dec prexmas,2
@stock i work in this industry don t just look at smartphone s they are everywhere in the network comm server hardware space,2
@user yeah i have to think @stock is an underpriced value stock,2
@user i suppose i should tweak my guess again eh @stock,2
ed weekly triangle on @stock pdating,2
@stock nice volume today,2
@stock glad i waited until @number @numberam b@number placing close stop not hit now can breath much easier as it is up for the day,2
@stock no complaints as it confirms @stock b o,2
@stock and @stock earnings beat and spy barely budged ooks like @stock needs stellar earnings to keep bulls raving more than @number per share,0
@stock murdering shorts wow,2
@user i think the same aapl iphone lost the wow factor,0
@user @stock shorts destroyed now if @stock beats nicely the market is gonna have an orgasm,2
@stock das @number gef llt mir nicht,2
@stock down we go,0
cant wait @stock @stock to @stock @stock to @number,0
@stock sell sell sell,0
@stock wow my god,0
@stock wooooow really bad i won t touch the apple stock wild ride,0
@stock believers will never give up the competition has caught up and @stock will have to lower prices or lose revenues @number coming soon,0
@stock with @number billion in cash that is crazy,0
@stock @number on @stock conference call,0
@stock @user like the guest said aapl is lacking innovation,0
i don t care what anybody says @stock may have a little earnings boost and i stopped out but the @stock divergence is there will short again,0
@user i d buy @stock i m waiting for a more serious pullback to get cheaper but not sure if that will happen what do you think @number @number,2
green weekly triangle on @stock pdating check blog,0
@stock breaks low from @number @number i m just saying even here down from @number i feel there is more stock that can be sold then money to buy it,0
@stock what does al gore know that we don t,2
apple call cash securities @number @numberb vs @numberb @numberb increase that s less @number @numberb in divs and @numberb in buybacks too but @numberb offshore @stock,2
@user @stock @number is too far highly unlikely crosses @number ever again will @stock more than likely now @number is next level @number watch,0
@stock from earlier stay away from failed patterns,0
@stock next stop @number,0
spy afterhours thanks to @stock fail is coming in hard and fast stockaction,0
@stock i shorted after @stock and win but now it s ov@stock@stockacting stock will be around @number @number by @stockod tomorrow,2
charles sizemore on straight talk about money sizemore insights @stock @stock,2
instead of the classic @stock night shyamalan twist we got the recent @stock night shyamalan disappointment @stock,0
@user @stock hedge fund hotel margin call switchboard blow up tomorrow,0
@stock anybody remember how i said they ve reached saturation point now where s all of the guys who laughed,0
@user @stock @number god quarterly histograms @stock @stock@number @number done still work to be done below shared jan @number,0
@stock no volume support at these levels until @numberish broadening top looks complete we ll see,0
@stock is the easiest long side swing trade right here,2
@user if you are reading my scaling plan sequence yes my high level for p is @number @number @stock but a few swing will show out remember that,2
@stock @number @number,2
@stock textbook from the watchlist volume showed a clear indication on @number @number this one was easy,2
talked about this possibility a few months ago @stock @stock @stock,0
@stock possible breakdown tomorrow,0
@stock broke support today and may drop out of the channel tomorrow if it does watch out,0
@stock @number day performance @number @number short term traders looking to lock in some quick gains @stock breakout from here would still be buyable,2
@stock bearish,0
@stock another one i may buy tomorrow looking nice,2
@user not feeling @stock good luck,0
@stock is on a good upward run but a resistance level has formed at @number @number keep it on your radar,2
@stock higher volume often indicates reversal points technicals saying the stock is about to take off,2
@stock december @number was a solid channel up with two bull flags january @number is seeing a solid channel down form bear flag @number in formation,0
@stock if you go to their website it is a quasi @stock type play it really hasn t give entry point post earnings excellent risk reward none,2
@stock short setup,0
@stock i told you before the after market,0
@stock the support is @number is the real value of the company to day,0
@user prop trader @user you have the january affect of new inflows and new money wasn t going into @stock clearly,0
@user @stock reports after the close big growth expected but may not be enough more than @number of biz with @stock,0
@stock @stock apple sinks to nasdaq,0
hao ong setup perhaps my best recent winner long this name needs to clear @number @number and @number,2
new @stock @stock has disappointing quarter its bear phase esumes,0
@stock under @number gets ugly i ve been saying for a while @stock hits @number in @number,0
@stock i have been warning ppl to stay away from this stock for a long time its cheap i agree but stocks always can get cheaper,0
went to @stock last night phones today are all competitive ots of gd choices samsung android heck i may go back to flip phone @stock,0
@user @stock fugly,0
@stock running late today had to run to safeway and get some coffee again i really should cut back goal is get to @number pot a day from @number,2
@stock what a brutal short squeeze @number i hope to see the same on @stock @stock @stock @stock @stock and so on,2
the bigger picture looks even more frightening for @stock perma bears check this from my friend @user,0
@user @stock back to @number i would buy hand over fist until then it s still inflated valuation now longer a growth story it s new @stock,0
@stock no stopping next stop @number if it goes to @number in the near future then going all in,2
@stock @number is resistance and heading to @number in the near term,0
@user @number @number by end of wk imho @stock,0
@stock doesn t like @number @number but i do staying long for a wk or two,2
out of aapl long from @number still up @number but what a learning experience this stock has been study,0
@stock early morning bounce holding support @number day @stock,2
@stock bounce from @number day and about @number cents from our line on volume of @number ave full day,2
@stock is about to take off watch out shorts,2
@user @stock beauty,2
@user in @stock @numberp at @number @number stop if it breaks @number again out at @number @number figure i make the best trade of the year on aapl worst,0
@stock head and shoulders pattern plays out one for the textbooks,0
@stock still not done,2
ow a few cents away from @stock @number @number dumping more of position here for great gains,2
@stock breakout back test right here would be a good entry point for anyone interested in this name,2
@stock considerable selling pressure due to @stock link @stock @stock account for @number of revs @stock guided capex to @numberb @numberb @stock @stock @number @number,2
@stock ong for trade,2
@stock the buy is on @number @number,0
@stock just remember knees and toes come after head and shoulders,0
keep @stock on your watchlist breaking out from a huge cup w handle pattern,2
@stock from watch list triggered on tuesday its move today @number volume above top @stock band set stops,2
true that @user i think market is telling @stock not to let go mobile to android the way they lost lap desk top to windows @stock @stock,2
@stock short @number @number,0
@stock short @number @number,0
@stock love this price action and all the people that made this call yesterday on this stream @stock for wife for life,2
@stock breaking out,2
@stock coming off catfish buy extreme fractal buy and an orange dot buy and chaos event pwmo@number,2
@stock entry @number @number stop @number @number,2
ed weekly triangle on @stock pdating more inform on,2
si @stock cae bajo @number @number entrar cortos stop loss en @number @number,0
ong in @stock after beating @number @number stop loss in @number @number,2
@user you are here @stock,0
ong term bullish as anyone but don t underestimate @stock s ability to print an ugly candle today oves to sell off in the afternoon,2
@stock thinking of buying this one for swing trade @stock is huge today and breaking out above resistace,2
@stock @number @number lot bid in the next weekly @numberc at @number @number @number delta option could create support with the stock or slight rally,2
no @number is talking abt demark s botched @stock call media always parade the hot hand so masses @stock under the illusion that experts know something,0
it s a racket out there and the media is on it else they would have taken every expert who had been pumping @stock all along to task today,0
@stock consolidation in progress @number done,2
reports next wed @user @stock barclays starts at overweight,2
@stock nice breakout earnings after close,2
buying @stock @number puts for tomorrow @number @number avg,0
@stock close would like to see williams back under @number line @stock back under @number last time gain huge,2
my spot on y u wanted to avoid @stock pre earnings w @user yahoofinance starts at @number min mark posted yesterday,0
adio spot w @user today talking @stock leadership why new highs on spy are likely and of course @stock,2
@stock another @numberweekstight tons of these out there right now,2
since @user blog we ve found many @numberweekstight patterns @stock @stock @stock find others with his screen,2
@stock @number @number feels about right to enter swing position,2
@stock added @numbernd tranche short @number @number dead cat bounce done @stock bull,0
@stock phase @stock statistically better than st of care morphine @numberbillion market conservative @number of mkt at @numberx sales @number stock @stock @stock,2
@stock added some here,2
@stock @number min dot alert subscibers have made out @stock on these signal @stock that it serious good,2
@stock volume indicate coming explosion to the upside entry @number @number stop @number @number,2
@user @stock broke support today and may drop out of the channel tomorrow if it does watch out posted @number @number next @number @number then @number @number,0
@stock option trader appears to have put on @numberk bearish put spreads in the jul @number @number puts against lower open interest in both strikes pos hedge,0
@stock breaking out of solid consolidation and accumulation i ve outlined @number areas of strength in microsoft,2
@stock ripping nearing @stock around @number @numberish,2
i don t trade stocks but my system warns declining prices in @stock since sep @number,0
@stock closed below daily @stock,0
@stock downgraded at jefferies to hold from buy jefferies said @number price target,2
@stock oppenheimer reduced price target to @number from @number,2
@stock @stock capital lowered price target to @number from @number,2
@stock hilliard yons give a buy rating in a note issued to investors on thursday,2
nice @user gid working on a very nice bullish base,2
@stock netflix is overpriced but apple is on sale,2
watchist @stock cox @stock @stock all need confirmation but if confirmed,2
@stock in a @number hour short sale ban at present wonders never cease much like the sentiment shift on stream here,2
@stock is going to the moon easiest long side trade for the long term,2
watch list stocks that triggered as new buys today included @stock @stock @stock @stock if @stock,2
@stock i seem to be the only joker gaming a position here amongst all you speculators,2
@stock what the analysts are saying,2
@stock should see a bounce between @number and current price over next few weeks but ultimately heading down to @number,0
@stock down @number and @stock down @number good that @stock is not tradable else many would have hedged their @stock shares by going long @stock,0
@stock bearish to downside to @number @number,0
@stock bearish back to @number easy from @number @number or any higher,0
@stock volume lower than today and red brings this back to @number @number from @number @number or higher,0
@stock easy short on next move higher to @number just like @stock wait for surge then @number @number minute red bars with volume and short away,0
@stock eversal confirmed with increasing volume,2
@stock bought this long for wealth position overnight from @number @number to @number @number during @stock as it was same column as ebay on finviz selling now @number @number,0
@stock been sleeping for too long now predict about to wake up with big volume surge as catalyst higher levels @number @number shot from here @numbermm day,2
@stock bailed out at @number @number dropped under @number @number thought good but may rebuy in now as going to @number with catalyst confirmation by end @number @number @number,2
@stock is my trade for tomorrow as long my conditions are met i will shot at @number @number @number @number @number @number @number @number @number @number @number @number and cover @number @number @number @number,0
@stock back over @number @number,2
@stock over @number @number or @number @number we like these two level set ups,2
@stock will enter on confirmation tomorrow looking great no pos yet,2
@stock closed above its @numbersma @stock continues to trend higher near to cross above @number,2
@stock why so hard to comprehend classic pump dump asset bubble after jobs died one last pay out parabolic @number back to normal stock,0
@user brain fart in earlier post meant @stock not @stock @stock buying @stock distrib designs via itunes @stock @stock great @number @stock too,2
@stock i wonder who keeps painting the tape with these few hundred share lots in the @stock ast few times we rip during the day,2
@stock penny stock alert this thing will be worth cents before the end of the year,0
@stock when i look at the volume v price most of the transactions were around @number this morning line the sand for now,2
@stock on watch list has volume of @number of ave full day over line a little,2
@stock on watch list over @numberst line with volume of @number ave full day,2
@stock on watch list over @numberst lien but under the @number day @stock with volume of @number ave full day,2
@stock whoopie changed its name to actavis @stock sounds like a bowel health yogurt or an @stock protester we are still short,0
a @number @number point pullback would be reasonable after a move like that nflx,2
@stock getting some love today gap fill around @number,2
@number @number stocks on watchlist higher hope ur listenin @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock i @stock,2
no follow thru on @stock out for a @numberc profit oh well,2
@stock looking to make a move over @number looking gd i don t trade into earnings but to do after down from @number just last wk off b c @stock,2
@user come over to the @stock train left the station can jump on in at @number stop after that moving onto to @number @number,2
@stock testing highs stops getting hit,2
@stock any close above @number is bullish today i love the @stock if the big boy want it i want it too,2
@number @number on @stock is a big intraday level to play off today,2
@stock go baby go @number @number,0
nice deals of the day @stock @number @number mil shares secondary priced @stock n @number now at h@stockd @number @number @stock trainwreck also priced @number @number mil shares @number now @number @number,2
@stock is another free money trade for today we will see where it lands today at the close,2
@stock trader keeps reloading selling in @number lots in the feb @numberp @number delta option could create support or push stock up temp,2
@stock holding @numbersma ooks like the stock could try and take a trip to @number @number if volume comes in,2
@stock doji being put in on @number min after @number down candles,2
@stock should buy a gold miner at this point and just drill the earth with their cash hoard be evil campaign mix it up,2
@stock is looking gd at hod only @number @numberam next station we pull up too @number then my end @stock is @numberday magnet to @number @number still about @numberpts away,2
@stock looks good filling gap up to @number,2
this market is rollling over folks study @number @number days green with momo stocks leading this market lower @stock @stock,0
@user @stock looks like the free money trade for today headed to @number so far so good,2
ooking at @stock and @stock for longs next wk,2
took off my final @stock piece at @number @number long from @number @number @number,2
i dont have a tech friend in world that owns the stock thats why @user @stock no one believes anymore,2
why would you buy @stock when you can buy @stock where the growth is as @stock sells ipads and iphones like crazy @stock benefits,2
@user @stock the next @stock,2
@stock by by @number next @number,0
@user @stock still getting squeezed lol agreed for another @number pts,2
gap filled time for aapl to wake up,2
@stock i told you,0
anybody else hearing about one of the large credit card payment processing firms being down unable to process payments @stock @stock @stock,0
@stock weekly @stock finally back under @number @numberst time since autumn @number by lower trend line williams @number,2
@stock looking to break out over @number @number,2
my pal has me all jazzed about @stock which i just bought for first time @user better be right @user nailed this and my axe on it,2
@stock bull trap here,0
@stock @user @stock it must be close to the bottom because i m making money on the short side,2
sh enfuego maybe icahn long,2
@stock ouch,0
@stock got some @numberc march options today will leave them probably till expiration,2
@stock was a beaut,2
next time you see a free money trade free tweet then ignore at your own risk @stock @stock,2
@stock has a herculean task ahead at @number,0
is it the doomsday for @stock,0
@stock hmmm ower on volume will see,0
@stock ouffffff,0
@stock we are long @number and mostly thru call ratio back spreads @number to @number ratio @number @number,2
@user zeno@number @stock of course looking at intra day is irrelevant for swing trading no sign revrs,0
some listened to my @stock signal on @stock this morning and are shocked how fast that money was,2
@stock sharing a few thoughts have a great weekend posted video,0
@stock taking an overnight position for few days @number @number looks prime someone accumulating some here for something,2
@stock hitting resistance near @number again today @stock when it breaks it will be a big run to new highs,2
@stock new @number week hi looking to close on hi like it we will buy more,2
@stock good luck to everyone holding long cancer patients need this more than we do,2
@stock @stock nice job shaking off the hate and closing with bullish doji candles for the day,2
@stock failed to get a candle close over the @number retrace on the day inverse abcd imo,0
@stock is dead no @number ways about it,0
netflix had a great year this week up @number wow @stock,2
glad that the easy money trade is over every joker thought that making money in the market is synonym with getting long @stock,0
@stock ooking for miss gap fill to @number,0
@stock nice follow through day with great volume again,2
some breakouts today @stock cam @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock too,2
don t shoot the mailman point figure target @stock @stock @stock sorry @stock heads,0
the phase irrational exuberance comes to mind when thinking about the absurd valuations of these companies @stock @stock @stock @stock @stock @stock,0
@stock now that the gap is filled other set ups i like @stock @stock @stock @stock,2
coh no,0
@stock this looks like a big power move to @number doing more research on it now see short intetest,2
@stock see this going down,0
@user @stock next stop is @number low for today was @number this stock may be dead but follows technicals to a tee,0
@stock as noted clear buyable action on tues close @number @number for the first week support now near @number @stock @stock,2
cam closes the week strong after a decent first day action @number @number coupled with an increase in volume @stock @stock,2
@stock seems to be finding long term range between @number @number @number @number this should be more of a position trade where you can accumulate lower,2
@user i thought @stock is pure @stock play flash what do u know that analyst don t @stock maybe losing the youth but the kiddies @stock instagram,2
@stock after @number straight green days that little red bar is signal to switch tracks to red for some normal profit taking,0
@stock the decreasing volume that slight red bar indicates after @number straight up days it s time to switch to red bars and take some profits,0
@stock decrease volume now and a red bar will send this back to @number @number points to be made more if goes higher patience and wait,0
@stock this gets one red bar size will ruin from jan to now in @number days target @number @number points or more to made if goes higher wait for first red,0
@stock any panic surge higher start short entries and save for red bar risky but timing top on next move is good scaling start for short,0
@stock keep close eye on this one for surge up from short bagholders may take @number days first red bar finish is top big short score to be made,0
@stock esting here after a nice move since november watching for a break of @number @number after earnings,2
@stock inverted head and shoulders still in play,2
@stock broke out an important resistance at @number @number with solid volume the trend is in favour of bulls,2
@stock this is what all the others will do first red bar major short target @number test,0
da volume decreasing looking for start of the red bar sequence,0
@stock could test the @number @number quick and make major move higher above @number @number very bullish,2
@stock many little bios did well last week @stock will have a huge day soon it s in the history,2
@stock have this one at @number @number and @number @number buying more @number @number for b out thru @number can go @number easy very small float @number million and @number short,2
